10.000000 10.000000 10.000000 10.000000 149869.017518
10.000000 10.000000 10.000000 10.000000 149869.017518
9.999211 10.097506 9.747696 10.010697 149858.870920
10.068211 10.192734 9.650887 10.055089 149853.310358
10.041940 10.345686 9.708367 10.089073 149836.074405
10.017295 10.436412 9.623277 10.024533 149814.370303
10.017295 10.436412 9.623277 10.024533 149814.370303
10.155863 10.473910 9.729591 10.031293 149810.936338
10.155863 10.473910 9.729591 10.031293 149810.936338
10.094523 10.594436 9.700042 9.949848 149783.449088
10.094523 10.594436 9.700042 9.949848 149783.449088
10.003766 10.532933 9.631505 9.784324 149767.154211
10.003766 10.532933 9.631505 9.784324 149767.154211
10.036137 10.529180 9.805261 9.649604 149749.604664
10.036137 10.529180 9.805261 9.649604 149749.604664
9.907262 10.406375 9.668119 9.463257 149736.983964
9.753692 10.410006 9.727725 9.375925 149723.861898
9.753692 10.410006 9.727725 9.375925 149723.861898
9.753692 10.410006 9.727725 9.375925 149723.861898
9.753692 10.410006 9.727725 9.375925 149723.861898
9.622041 10.511479 9.862846 9.350628 149709.353140
9.622041 10.511479 9.862846 9.350628 149709.353140
9.622041 10.511479 9.862846 9.350628 149709.353140
9.489555 10.652285 9.918377 9.280227 149685.297213
9.489555 10.652285 9.918377 9.280227 149685.297213
9.489555 10.652285 9.918377 9.280227 149685.297213
9.515779 10.782896 9.721291 9.209338 149660.893763
9.455610 10.656633 9.736815 9.081521 149657.256600
9.408990 10.591403 9.741955 9.008463 149654.317382
9.408990 10.591403 9.741955 9.008463 149654.317382
9.322802 10.625151 9.621522 8.971130 149643.929337
9.387362 10.609126 9.742685 8.919490 149641.327396
9.464218 10.679752 9.665744 8.933377 149635.408031
9.464218 10.679752 9.665744 8.933377 149635.408031
9.553448 10.680279 9.593626 8.766414 149613.860753
9.553448 10.680279 9.593626 8.766414 149613.860753
9.553448 10.680279 9.593626 8.766414 149613.860753
9.553448 10.680279 9.593626 8.766414 149613.860753
9.553448 10.680279 9.593626 8.766414 149613.860753
9.553448 10.680279 9.593626 8.766414 149613.860753
9.553448 10.680279 9.593626 8.766414 149613.860753
9.548383 10.822851 9.722173 8.740522 149600.609244
9.548383 10.822851 9.722173 8.740522 149600.609244
9.526579 10.749164 9.729765 8.618000 149592.609166
9.527195 10.700887 9.719660 8.592008 149593.466969
9.431876 10.773578 9.774802 8.423988 149568.787638
9.431876 10.773578 9.774802 8.423988 149568.787638
9.431876 10.773578 9.774802 8.423988 149568.787638
9.431876 10.773578 9.774802 8.423988 149568.787638
9.396853 10.986271 9.921533 8.522475 149566.750105
9.389691 10.882437 9.839132 8.328353 149551.215949
9.389691 10.882437 9.839132 8.328353 149551.215949
9.272821 10.943470 9.879729 8.356635 149550.372966
9.272821 10.943470 9.879729 8.356635 149550.372966
9.272821 10.943470 9.879729 8.356635 149550.372966
9.272821 10.943470 9.879729 8.356635 149550.372966
9.282612 11.033170 9.796531 8.229288 149528.034672
9.230582 11.075430 9.837678 8.178953 149520.932417
9.230582 11.075430 9.837678 8.178953 149520.932417
9.254930 11.067233 9.786646 8.202515 149522.456607
9.182593 11.220844 9.835518 8.021327 149495.368425
9.186409 11.224339 9.627998 8.093270 149495.265190
9.186409 11.224339 9.627998 8.093270 149495.265190
9.172255 11.237521 9.704780 8.016951 149489.347471
9.208975 11.346169 9.836230 7.910438 149477.257344
9.208975 11.346169 9.836230 7.910438 149477.257344
9.365574 11.359142 9.793887 7.909335 149475.396029
9.383109 11.294687 9.818280 7.820202 149471.577409
9.366252 11.385023 9.781135 7.848959 149467.715088
9.366252 11.385023 9.781135 7.848959 149467.715088
9.366252 11.385023 9.781135 7.848959 149467.715088
9.287209 11.366299 9.849278 7.808038 149467.213148
9.332803 11.386863 9.619887 7.771624 149453.978835
9.332803 11.386863 9.619887 7.771624 149453.978835
9.322928 11.286949 9.647965 7.689355 149452.851769
9.322928 11.286949 9.647965 7.689355 149452.851769
9.322928 11.286949 9.647965 7.689355 149452.851769
9.322928 11.286949 9.647965 7.689355 149452.851769
9.376081 11.235454 9.537565 7.632619 149446.103395
9.376081 11.235454 9.537565 7.632619 149446.103395
9.376081 11.235454 9.537565 7.632619 149446.103395
9.258814 11.377095 9.618507 7.658386 149443.523800
9.258814 11.377095 9.618507 7.658386 149443.523800
9.258814 11.377095 9.618507 7.658386 149443.523800
9.258814 11.377095 9.618507 7.658386 149443.523800
9.258814 11.377095 9.618507 7.658386 149443.523800
9.136040 11.416977 9.645229 7.518089 149429.153053
9.136040 11.416977 9.645229 7.518089 149429.153053
9.215354 11.427292 9.658738 7.441341 149422.500121
9.220165 11.210656 9.385841 7.424909 149420.521276
9.367297 11.278454 9.167977 7.404246 149405.532443
9.454613 11.339239 9.072951 7.298026 149387.726833
9.515968 11.406451 9.035396 7.233651 149376.386834
9.506101 11.501883 8.921930 7.278968 149369.984476
9.604683 11.689555 8.811174 7.390910 149365.425006
9.604683 11.689555 8.811174 7.390910 149365.425006
9.560714 11.780292 8.624188 7.150453 149327.923928
9.450471 11.771796 8.612257 6.999485 149313.472223
9.450471 11.771796 8.612257 6.999485 149313.472223
9.372132 11.846463 8.566951 6.926867 149300.602219
9.347066 11.847943 8.512807 6.948394 149299.045051
9.425413 12.018181 8.577538 6.844677 149286.923956
9.405746 12.046873 8.536561 6.869749 149285.215015
9.405746 12.046873 8.536561 6.869749 149285.215015
9.411242 12.069952 8.556723 6.722743 149273.197213
9.289283 12.104213 8.661684 6.628092 149270.789173
9.280479 12.164429 8.621157 6.633913 149266.375164
9.280479 12.164429 8.621157 6.633913 149266.375164
9.196337 12.009375 8.511937 6.607989 149262.478077
9.196337 12.009375 8.511937 6.607989 149262.478077
9.172238 12.149625 8.539774 6.672812 149264.366582
9.130529 12.072174 8.474833 6.608399 149257.478349
9.130529 12.072174 8.474833 6.608399 149257.478349
9.130529 12.072174 8.474833 6.608399 149257.478349
9.130529 12.072174 8.474833 6.608399 149257.478349
9.049134 12.035934 8.426275 6.574547 149252.509208
9.049134 12.035934 8.426275 6.574547 149252.509208
9.049134 12.035934 8.426275 6.574547 149252.509208
8.960582 12.021415 8.263736 6.548002 149239.202095
8.960582 12.021415 8.263736 6.548002 149239.202095
9.063112 12.084129 8.264191 6.456294 149229.437982
8.850416 12.097712 8.157170 6.348457 149211.596660
8.850416 12.097712 8.157170 6.348457 149211.596660
8.927995 12.080746 8.001551 6.422168 149206.669269
8.927995 12.080746 8.001551 6.422168 149206.669269
8.927995 12.080746 8.001551 6.422168 149206.669269
8.927995 12.080746 8.001551 6.422168 149206.669269
8.927995 12.080746 8.001551 6.422168 149206.669269
8.992174 12.107434 8.064814 6.215632 149193.521761
9.009438 12.226281 8.094084 6.077847 149181.040558
9.009438 12.226281 8.094084 6.077847 149181.040558
9.060735 12.319920 8.021825 5.945351 149162.193119
9.072463 12.427419 7.644988 6.028439 149132.576239
9.072463 12.427419 7.644988 6.028439 149132.576239
9.072463 12.427419 7.644988 6.028439 149132.576239
9.072463 12.427419 7.644988 6.028439 149132.576239
9.170388 12.490606 7.575260 6.044041 149125.674448
9.170388 12.490606 7.575260 6.044041 149125.674448
9.170388 12.490606 7.575260 6.044041 149125.674448
9.099676 12.546201 7.508778 5.913507 149107.225714
9.063118 12.666105 7.453186 5.897776 149097.039748
8.991311 12.581923 7.274462 5.861628 149078.846426
9.052598 12.594822 7.273271 5.776992 149071.693898
9.052598 12.594822 7.273271 5.776992 149071.693898
9.003558 12.689032 7.342020 5.660059 149066.978417
9.003558 12.689032 7.342020 5.660059 149066.978417
8.913273 12.787980 7.140078 5.702427 149046.157551
8.913049 12.773793 7.128877 5.714425 149046.281576
8.843008 12.758107 7.085210 5.695664 149040.415336
8.843008 12.758107 7.085210 5.695664 149040.415336
8.843008 12.758107 7.085210 5.695664 149040.415336
8.843008 12.758107 7.085210 5.695664 149040.415336
8.843008 12.758107 7.085210 5.695664 149040.415336
8.657791 12.836021 7.045417 5.645602 149029.677587
8.585035 12.774479 6.998686 5.639874 149025.598579
8.585035 12.774479 6.998686 5.639874 149025.598579
8.585035 12.774479 6.998686 5.639874 149025.598579
8.703553 12.681186 6.965935 5.620343 149023.229191
8.703553 12.681186 6.965935 5.620343 149023.229191
8.703553 12.681186 6.965935 5.620343 149023.229191
8.703553 12.681186 6.965935 5.620343 149023.229191
8.518416 12.633856 6.962596 5.578472 149020.505279
8.518416 12.633856 6.962596 5.578472 149020.505279
8.480668 12.715375 7.053840 5.415497 149015.918086
8.648741 12.855367 7.077440 5.178451 148998.455663
8.622183 12.788406 6.954196 5.098570 148979.611826
8.622183 12.788406 6.954196 5.098570 148979.611826
8.716232 12.626044 6.861703 5.018427 148966.180325
8.714016 12.796912 6.810416 5.147506 148965.606650
8.714016 12.796912 6.810416 5.147506 148965.606650
8.714016 12.796912 6.810416 5.147506 148965.606650
